city,state,avg_aqi,max_aqi,pct_bad_days,pct_crisis_days,aqi_volatility,winter_avg_aqi,summer_avg_aqi,monsoon_avg_aqi,winter_pct_bad_days,first_year,last_year,early_aqi,recent_aqi,aqi_change,trend_direction,state_population,population_millions,total_vehicles,vehicles_per_1000_people,pct_ev_vehicles,pct_motor_cars,respiratory_cases,respiratory_deaths,case_fatality_rate,total_monitoring_days,data_reliability,aqi_severity_score,market_attractiveness_score,health_impact_score,urgency_score,composite_priority_score,priority_tier,estimated_annual_health_cost,addressable_households
Latur,Maharashtra,83.9,241.0,1.7,0.0,42.4,120.3,81.7,51.0,5.38,2023,2025,76.2,94.4,18.1,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,705,Medium,20.3,56.8,73.0,32.7,40.4,Tier 3 - Future Opportunity,29186013.0,0.0
Barmer,Rajasthan,107.1,344.0,3.51,0.5,42.9,123.5,114.1,80.3,6.81,2023,2025,105.9,125.3,19.3,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,798,Medium,24.3,33.9,100.0,33.4,40.3,Tier 3 - Future Opportunity,22890840.0,0.0
Nagpur,Maharashtra,106.1,342.0,8.06,0.5,57.3,148.7,103.5,66.5,20.52,2016,2025,116.8,111.2,-5.6,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,2816,High,28.8,56.8,73.0,20.3,40.3,Tier 3 - Future Opportunity,36908653.0,0.0
Nashik,Maharashtra,91.9,300.0,4.95,0.0,54.1,133.7,86.6,53.7,10.8,2016,2025,96.9,99.1,2.2,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,2948,High,25.1,56.8,73.0,25.4,40.3,Tier 3 - Future Opportunity,31968947.0,0.0
Bhilwara,Rajasthan,109.7,331.0,9.66,0.92,58.3,161.2,83.8,83.1,27.27,2023,2025,136.5,106.4,-30.1,Improving,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,652,Medium,30.2,33.9,100.0,23.6,39.9,Tier 3 - Future Opportunity,23446547.0,0.0
Agartala,Tripura,126.6,362.0,23.73,2.99,85.0,190.4,110.0,63.1,44.31,2020,2025,153.5,111.3,-42.2,Improving,2480333.3333333335,2.48,13934.0,5.62,3.88,9.66,23586.0,200.0,0.85,1538,High,43.4,6.7,100.0,32.2,39.9,Tier 3 - Future Opportunity,199065840.0,55119.0
Nanded,Maharashtra,99.6,285.0,3.82,0.0,51.5,132.5,95.5,71.0,6.34,2023,2025,92.7,100.8,8.1,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,629,Medium,25.1,56.8,73.0,23.2,39.7,Tier 3 - Future Opportunity,34647520.0,0.0
Kaithal,Haryana,135.4,467.0,18.6,5.29,81.3,183.3,125.3,102.5,37.84,2019,2024,133.1,126.2,-6.9,Stable,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,2021,High,41.8,30.0,69.2,28.9,39.7,Tier 3 - Future Opportunity,10741733.0,0.0
Bileipada,Odisha,147.9,384.0,18.98,1.7,63.9,189.0,146.5,96.4,34.93,2022,2025,170.1,126.3,-43.9,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,822,Medium,40.1,15.3,100.0,27.5,39.7,Tier 3 - Future Opportunity,12265840.0,0.0
Bhubaneswar,Odisha,119.3,380.0,17.07,1.72,73.7,179.6,91.0,56.4,40.09,2023,2025,200.2,101.4,-98.8,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,580,Medium,37.5,15.3,100.0,30.0,39.5,Tier 3 - Future Opportunity,9893947.0,0.0
Sagar,Madhya Pradesh,81.9,326.0,2.41,0.22,43.8,105.3,82.6,56.3,5.5,2020,2025,72.3,82.9,10.6,Stable,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,1825,High,20.6,35.9,100.0,32.8,39.4,Tier 3 - Future Opportunity,36330840.0,0.0
Mumbai,Maharashtra,105.8,500.0,6.58,0.06,54.3,156.1,89.5,69.9,16.85,2015,2025,110.2,96.5,-13.7,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,3420,High,27.6,56.8,73.0,18.4,39.4,Tier 3 - Future Opportunity,36804293.0,0.0
Jalgaon,Maharashtra,108.1,321.0,7.37,0.28,53.0,135.7,105.5,83.4,13.73,2023,2025,110.0,104.8,-5.2,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,706,Medium,28.0,56.8,73.0,16.9,39.2,Tier 3 - Future Opportunity,37604387.0,0.0
Jalore,Rajasthan,126.7,379.0,8.56,1.43,53.3,162.7,115.8,81.6,18.98,2023,2025,187.6,126.1,-61.4,Improving,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,561,Medium,31.0,33.9,100.0,19.5,39.2,Tier 3 - Future Opportunity,27080013.0,0.0
Narnaul,Haryana,129.2,435.0,17.03,3.54,75.4,183.8,122.5,85.7,39.22,2019,2024,126.4,94.0,-32.3,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,1867,High,39.1,30.0,69.2,29.6,39.0,Tier 3 - Future Opportunity,10249867.0,0.0
Vapi,Gujarat,130.9,392.0,21.46,3.76,81.4,208.6,94.0,78.3,52.94,2019,2025,119.0,113.2,-5.8,Stable,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,1836,High,42.3,53.8,10.4,36.5,38.9,Tier 3 - Future Opportunity,4084080.0,998778.0
Jorapokhar,Jharkhand,135.6,438.0,14.51,3.18,69.4,171.4,123.9,98.3,28.46,2017,2025,94.6,83.6,-11.0,Stable,12872333.333333334,12.87,151438.0,11.76,1.75,10.77,13531.0,48.0,0.35,1006,High,37.8,17.9,100.0,24.2,38.8,Tier 3 - Future Opportunity,122320240.0,0.0
Chandrapur,Maharashtra,106.2,500.0,5.78,0.56,55.7,138.9,109.6,68.9,11.51,2015,2025,130.8,119.0,-11.8,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,3374,High,27.6,56.8,73.0,15.8,38.8,Tier 3 - Future Opportunity,36943440.0,0.0
Bareilly,Uttar Pradesh,77.0,266.0,1.3,0.0,41.7,96.9,74.1,60.3,2.52,2022,2025,105.8,65.0,-40.8,Improving,67305333.33333333,67.31,988861.0,14.69,3.47,12.85,41962.0,13.0,0.03,1080,High,19.1,56.0,100.0,11.3,38.5,Tier 3 - Future Opportunity,215404933.0,0.0
Karnal,Haryana,127.4,456.0,17.91,3.28,76.9,172.9,116.2,95.3,34.21,2019,2024,172.9,101.9,-71.0,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,2010,High,39.5,30.0,69.2,27.1,38.5,Tier 3 - Future Opportunity,10107067.0,0.0
Rajsamand,Rajasthan,96.0,320.0,4.3,0.26,46.6,130.2,85.3,78.2,13.18,2023,2025,101.4,103.0,1.6,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,767,Medium,23.8,33.9,100.0,26.6,38.5,Tier 3 - Future Opportunity,20518400.0,0.0
Pali,Rajasthan,125.4,453.0,9.02,1.17,53.0,142.6,137.0,92.0,12.87,2017,2025,169.9,151.9,-18.0,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,2639,High,30.9,33.9,100.0,16.4,38.4,Tier 3 - Future Opportunity,26802160.0,0.0
Dhule,Maharashtra,101.9,276.0,5.05,0.0,48.4,138.7,102.4,66.8,14.35,2023,2025,106.1,92.7,-13.5,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,654,Medium,25.3,56.8,73.0,17.2,38.3,Tier 3 - Future Opportunity,35447613.0,0.0
Pune,Maharashtra,108.5,435.0,4.95,0.4,47.8,143.7,96.9,82.9,12.79,2015,2025,163.6,116.7,-46.9,Improving,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,3254,High,26.0,56.8,73.0,16.4,38.3,Tier 3 - Future Opportunity,37743533.0,0.0
Malegaon,Maharashtra,108.5,298.0,4.5,0.0,46.1,145.1,109.0,73.6,13.08,2024,2025,109.9,105.8,-4.0,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,444,Low,25.5,56.8,73.0,16.5,38.2,Tier 3 - Future Opportunity,37743533.0,0.0
Pithampur,Madhya Pradesh,115.3,314.0,5.8,0.18,49.6,151.0,111.2,80.1,15.02,2017,2025,198.7,134.8,-63.8,Improving,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,2723,High,27.6,35.9,100.0,17.5,38.0,Tier 3 - Future Opportunity,51147080.0,0.0
Ratlam,Madhya Pradesh,104.3,302.0,2.24,0.05,45.1,131.1,108.7,70.3,5.26,2019,2025,117.4,118.6,1.2,Stable,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,2057,High,23.8,35.9,100.0,22.6,38.0,Tier 3 - Future Opportunity,46267480.0,0.0
Baran,Rajasthan,113.3,322.0,6.49,0.14,52.1,144.3,109.5,86.0,16.38,2023,2025,127.5,112.2,-15.3,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,693,Medium,28.1,33.9,100.0,18.2,37.9,Tier 3 - Future Opportunity,24215987.0,0.0
Jhalawar,Rajasthan,105.8,337.0,6.23,0.5,51.4,151.6,94.8,75.5,20.0,2023,2025,105.3,98.8,-6.5,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,803,Medium,26.9,33.9,100.0,20.0,37.9,Tier 3 - Future Opportunity,22612987.0,0.0
Mira Bhayandar,Maharashtra,92.3,284.0,4.2,0.0,52.9,147.4,84.2,53.0,11.93,2024,2025,95.4,86.7,-8.7,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,429,Low,24.6,56.8,73.0,16.0,37.8,Tier 3 - Future Opportunity,32108093.0,0.0
Byasanagar,Odisha,127.1,324.0,15.55,0.88,68.1,167.8,121.2,59.1,27.63,2023,2025,150.9,129.7,-21.3,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,566,Medium,36.8,15.3,100.0,23.8,37.7,Tier 3 - Future Opportunity,10540827.0,0.0
Baripada,Odisha,121.5,370.0,14.04,1.87,69.6,175.8,107.1,69.8,30.36,2022,2025,209.9,99.0,-110.9,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,855,Medium,35.7,15.3,100.0,25.2,37.6,Tier 3 - Future Opportunity,10076400.0,0.0
Pratapgarh,Rajasthan,99.0,314.0,2.91,0.13,41.1,126.6,97.8,73.2,9.87,2023,2025,103.5,104.5,0.9,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,791,Medium,22.6,33.9,100.0,24.9,37.6,Tier 3 - Future Opportunity,21159600.0,0.0
Rourkela,Odisha,130.4,344.0,15.11,0.76,62.1,171.1,133.7,70.8,29.66,2022,2025,226.5,152.5,-74.0,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,920,Medium,35.9,15.3,100.0,24.8,37.6,Tier 3 - Future Opportunity,10814507.0,0.0
Virar,Maharashtra,94.3,302.0,4.24,0.22,47.3,138.3,85.4,68.8,11.61,2024,2025,98.5,86.4,-12.1,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,448,Low,23.7,56.8,73.0,15.8,37.4,Tier 3 - Future Opportunity,32803827.0,0.0
Barbil,Odisha,140.3,304.0,16.7,0.7,62.7,163.5,152.2,73.4,21.33,2023,2025,161.8,142.6,-19.2,Stable,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,569,Medium,37.9,15.3,100.0,20.7,37.3,Tier 3 - Future Opportunity,11635547.0,0.0
Tumidih,Chhattisgarh,92.0,250.0,3.04,0.0,47.2,103.5,106.8,50.9,1.79,2023,2025,81.4,120.7,39.3,Worsening,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,428,Low,22.9,16.2,100.0,40.9,37.3,Tier 3 - Future Opportunity,21436000.0,0.0
Indore,Madhya Pradesh,104.9,295.0,5.33,0.0,49.3,138.2,97.4,76.8,13.6,2019,2025,135.1,80.4,-54.7,Improving,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,2065,High,26.0,35.9,100.0,16.8,37.3,Tier 3 - Future Opportunity,46533640.0,0.0
Boisar,Maharashtra,95.5,299.0,3.5,0.0,44.4,134.8,87.5,71.3,11.5,2024,2025,101.0,86.2,-14.8,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,428,Low,23.0,56.8,73.0,15.8,37.2,Tier 3 - Future Opportunity,33221267.0,0.0
Siliguri,West Bengal,103.1,415.0,12.64,2.85,75.8,164.3,94.1,49.9,28.7,2018,2025,118.9,111.2,-7.7,Stable,43817666.666666664,43.82,295242.0,6.74,2.48,9.02,2114.0,2.0,0.09,2421,High,34.0,47.8,48.2,24.4,37.2,Tier 3 - Future Opportunity,14530227.0,0.0
Ambala,Haryana,125.6,452.0,14.48,3.2,71.6,167.2,108.4,101.9,29.31,2019,2024,144.4,93.6,-50.7,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,2003,High,36.9,30.0,69.2,24.7,37.0,Tier 3 - Future Opportunity,9964267.0,0.0
Banswara,Rajasthan,115.6,326.0,5.97,0.38,49.1,140.0,124.6,79.7,11.26,2023,2025,114.7,113.7,-1.0,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,787,Medium,27.6,33.9,100.0,15.6,37.0,Tier 3 - Future Opportunity,24707573.0,0.0
Udaipur,Rajasthan,111.6,348.0,5.41,0.26,47.6,148.5,103.0,80.6,13.93,2017,2025,187.1,110.6,-76.5,Improving,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,2681,High,26.6,33.9,100.0,17.0,37.0,Tier 3 - Future Opportunity,23852640.0,0.0
Sirsa,Haryana,129.9,462.0,15.09,3.21,69.5,157.6,124.2,108.3,26.59,2019,2024,160.7,115.4,-45.4,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,1961,High,37.3,30.0,69.2,23.3,36.8,Tier 3 - Future Opportunity,10305400.0,0.0
Dewas,Madhya Pradesh,106.5,327.0,4.44,0.23,49.3,134.0,110.7,72.3,9.93,2017,2025,154.6,111.2,-43.4,Improving,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,2593,High,25.8,35.9,100.0,15.0,36.8,Tier 3 - Future Opportunity,47243400.0,0.0
Aurangabad,Maharashtra,96.9,373.0,3.2,0.29,44.1,123.3,96.4,68.6,6.97,2016,2025,154.0,93.4,-60.6,Improving,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,2723,High,23.0,56.8,73.0,13.5,36.6,Tier 3 - Future Opportunity,33708280.0,0.0
Kolhapur,Maharashtra,89.9,338.0,2.47,0.13,49.8,130.1,80.8,60.7,6.69,2023,2025,84.2,77.5,-6.7,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,768,Medium,22.9,56.8,73.0,13.3,36.5,Tier 3 - Future Opportunity,31273213.0,0.0
Akola,Maharashtra,91.8,330.0,2.21,0.55,44.1,123.7,81.7,70.8,3.38,2023,2025,102.0,89.4,-12.5,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,725,Medium,21.9,56.8,73.0,11.7,35.7,Tier 3 - Future Opportunity,31934160.0,0.0
Nagaon,Assam,109.0,386.0,13.45,1.96,71.0,151.0,106.4,62.4,25.61,2023,2025,119.4,107.3,-12.0,Stable,6789666.666666667,6.79,154288.0,22.72,2.51,10.28,9886.0,83.0,0.84,766,Medium,34.1,12.3,100.0,22.8,35.7,Tier 3 - Future Opportunity,71838267.0,0.0
Amravati,Maharashtra,89.0,314.0,1.34,0.13,42.8,123.5,84.8,59.8,4.2,2023,2025,92.8,90.9,-1.9,Stable,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,744,Medium,21.0,56.8,73.0,12.1,35.5,Tier 3 - Future Opportunity,30960133.0,0.0
Suakati,Odisha,118.9,309.0,11.24,0.36,61.4,158.2,112.2,72.0,21.82,2022,2025,178.7,111.0,-67.7,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,836,Medium,32.6,15.3,100.0,20.9,35.5,Tier 3 - Future Opportunity,9860773.0,0.0
Rairangpur,Odisha,113.6,320.0,10.96,0.88,64.9,158.9,97.4,68.6,21.96,2022,2025,186.9,98.8,-88.1,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,794,Medium,32.5,15.3,100.0,21.0,35.5,Tier 3 - Future Opportunity,9421227.0,0.0
Keonjhar,Odisha,110.9,341.0,10.72,1.62,63.3,146.5,99.2,72.6,23.23,2022,2025,189.4,95.1,-94.2,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,802,Medium,31.7,15.3,100.0,21.6,35.3,Tier 3 - Future Opportunity,9197307.0,0.0
Nayagarh,Odisha,114.6,336.0,12.52,1.0,69.0,145.9,126.6,54.0,16.49,2022,2025,147.6,109.4,-38.2,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,799,Medium,34.1,15.3,100.0,18.2,35.3,Tier 3 - Future Opportunity,9504160.0,0.0
Dungarpur,Rajasthan,101.7,294.0,2.75,0.0,41.6,140.7,93.4,78.2,9.91,2024,2025,102.2,100.9,-1.2,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,436,Low,23.0,33.9,100.0,15.0,35.3,Tier 3 - Future Opportunity,21736680.0,0.0
Solapur,Maharashtra,99.8,255.0,0.7,0.0,38.1,125.0,98.9,74.6,1.5,2016,2025,124.5,99.4,-25.1,Improving,71443333.33333333,71.44,762817.0,10.68,6.06,15.49,5218.0,112.0,2.15,2840,High,21.2,56.8,73.0,10.8,35.3,Tier 3 - Future Opportunity,34717093.0,0.0
Palwal,Haryana,119.6,465.0,11.7,3.44,71.2,148.1,127.2,84.4,20.41,2019,2024,185.6,94.8,-90.8,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,1949,High,34.9,30.0,69.2,20.2,35.1,Tier 3 - Future Opportunity,9488267.0,0.0
Damoh,Madhya Pradesh,73.3,329.0,3.2,0.17,52.2,111.8,56.0,49.7,8.79,2019,2025,98.3,64.6,-33.7,Improving,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,1810,High,21.5,35.9,100.0,14.4,35.1,Tier 3 - Future Opportunity,32515880.0,0.0
Kohima,Nagaland,79.1,277.0,0.8,0.0,38.1,91.0,89.3,53.2,0.75,2020,2025,64.8,95.9,31.1,Worsening,1594000.0,1.59,7335.0,4.6,0.05,26.35,173.0,9.0,5.2,1495,High,18.5,12.4,100.0,40.4,34.7,Tier 3 - Future Opportunity,912287.0,0.0
Ahmedabad,Gujarat,131.0,500.0,12.37,1.72,60.3,159.9,130.0,103.1,20.99,2015,2025,116.7,120.7,4.0,Stable,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,3073,High,34.5,53.8,10.4,30.5,34.7,Tier 3 - Future Opportunity,4087200.0,0.0
Milupara,Chhattisgarh,73.9,227.0,0.44,0.0,30.2,78.1,75.2,62.1,0.0,2023,2025,60.8,105.8,45.0,Worsening,10718666.666666666,10.72,177100.0,16.52,3.88,11.14,3495.0,17.0,0.49,455,Low,16.1,16.2,100.0,40.0,34.7,Tier 3 - Future Opportunity,17218700.0,0.0
Bengaluru,Karnataka,75.5,266.0,0.41,0.0,29.5,88.9,77.1,60.5,0.5,2015,2025,70.5,80.8,10.3,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,3656,High,16.1,43.8,70.0,30.3,34.7,Tier 3 - Future Opportunity,12920567.0,0.0
Alwar,Rajasthan,94.0,355.0,3.25,0.42,40.6,114.4,87.6,79.2,7.36,2017,2025,209.1,85.7,-123.4,Improving,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,2647,High,22.0,33.9,100.0,13.7,34.6,Tier 3 - Future Opportunity,20090933.0,0.0
Sirohi,Rajasthan,89.0,335.0,2.24,0.84,42.7,117.0,84.2,65.1,6.49,2023,2025,91.6,86.3,-5.3,Stable,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,715,Medium,21.3,33.9,100.0,13.2,34.2,Tier 3 - Future Opportunity,19022267.0,0.0
Gadag,Karnataka,54.3,500.0,0.7,0.61,35.2,64.3,58.5,38.7,1.43,2021,2025,42.7,53.0,10.3,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1151,High,14.6,43.8,70.0,30.7,34.2,Tier 3 - Future Opportunity,9292540.0,0.0
Satna,Madhya Pradesh,84.2,500.0,2.36,0.45,43.7,92.3,87.6,72.4,2.26,2018,2025,123.5,66.1,-57.3,Improving,29831000.0,29.83,392176.0,13.15,4.77,13.24,6654.0,38.0,0.57,2461,High,20.9,35.9,100.0,11.1,34.1,Tier 3 - Future Opportunity,37351120.0,0.0
Davanagere,Karnataka,57.8,233.0,0.32,0.0,32.8,80.3,59.3,32.1,0.99,2021,2025,51.6,68.2,16.6,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1259,High,14.4,43.8,70.0,30.5,34.1,Tier 3 - Future Opportunity,9891507.0,0.0
Shillong,Meghalaya,52.6,484.0,0.76,0.07,42.2,63.3,68.4,26.7,1.1,2019,2025,35.6,75.9,40.3,Worsening,786333.3333333334,0.79,10259.0,13.05,0.3,29.92,148.0,8.0,5.41,1444,High,15.8,13.5,100.0,40.6,34.1,Tier 3 - Future Opportunity,518987.0,0.0
Surat,Gujarat,112.5,384.0,16.47,2.12,77.0,149.6,78.5,101.6,28.2,2022,2025,221.8,70.4,-151.4,Improving,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,753,Medium,37.0,53.8,10.4,24.1,34.0,Tier 3 - Future Opportunity,3510000.0,0.0
Haldia,West Bengal,88.1,430.0,3.92,0.35,54.5,142.3,63.5,55.7,10.99,2015,2025,97.0,102.3,5.3,Stable,43817666.666666664,43.82,295242.0,6.74,2.48,9.02,2114.0,2.0,0.09,2577,High,24.2,47.8,48.2,25.5,34.0,Tier 3 - Future Opportunity,12416227.0,0.0
Hassan,Karnataka,64.5,212.0,0.18,0.0,27.4,72.1,74.9,47.1,0.28,2021,2025,64.1,79.7,15.6,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1102,High,14.2,43.8,70.0,30.1,33.9,Tier 3 - Future Opportunity,11038100.0,0.0
Ramanagara,Karnataka,58.9,277.0,0.38,0.0,30.1,71.7,61.6,42.5,0.32,2019,2025,52.7,81.7,29.0,Worsening,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1832,High,14.0,43.8,70.0,30.2,33.9,Tier 3 - Future Opportunity,10079753.0,0.0
Ajmer,Rajasthan,100.6,357.0,2.16,0.04,36.3,114.1,104.0,81.5,3.28,2017,2025,130.8,98.0,-32.9,Improving,25861666.666666668,25.86,356605.0,13.79,4.34,18.03,3206.0,18.0,0.56,2641,High,21.5,33.9,100.0,11.6,33.9,Tier 3 - Future Opportunity,21501573.0,0.0
Ankleshwar,Gujarat,120.1,372.0,13.19,0.96,62.2,173.5,99.3,88.2,33.07,2019,2025,112.0,94.9,-17.0,Stable,44945000.0,44.95,431724.0,9.61,2.63,20.71,468.0,1.0,0.21,1971,High,33.7,53.8,10.4,26.5,33.4,Tier 3 - Future Opportunity,3747120.0,0.0
Brajrajnagar,Odisha,108.5,337.0,8.34,0.77,55.9,124.6,119.3,70.4,12.07,2018,2025,141.8,107.6,-34.1,Improving,10472666.666666666,10.47,209524.0,20.01,5.65,9.03,1244.0,10.0,0.8,1822,High,29.0,15.3,100.0,16.0,33.0,Tier 3 - Future Opportunity,8998267.0,0.0
Gummidipoondi,Tamil Nadu,100.8,326.0,6.07,0.17,53.9,141.7,79.8,85.4,18.3,2021,2025,98.7,110.1,11.4,Stable,46665333.333333336,46.67,538553.0,11.54,4.84,13.38,149.0,0.0,0.0,1202,High,26.6,52.7,3.2,39.2,32.8,Tier 3 - Future Opportunity,1001280.0,0.0
Mandikhera,Haryana,105.9,460.0,7.56,1.65,60.4,140.7,100.7,76.7,17.21,2019,2024,143.5,96.2,-47.3,Improving,17198333.333333332,17.2,254937.0,14.82,2.08,29.86,1190.0,7.0,0.59,1945,High,29.2,30.0,69.2,18.6,32.8,Tier 3 - Future Opportunity,8401400.0,0.0
Naharlagun,Arunachal Pradesh,59.9,237.0,0.75,0.0,37.4,77.0,62.8,34.7,1.28,2021,2025,66.7,78.6,11.9,Stable,493333.3333333333,0.49,8867.0,17.97,0.19,41.55,1068.0,6.0,0.56,670,Medium,15.8,18.2,100.0,30.6,32.7,Tier 3 - Future Opportunity,4264880.0,0.0
Kolar,Karnataka,74.1,342.0,0.25,0.12,35.5,83.4,77.3,59.8,0.0,2021,2025,64.2,66.4,2.2,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,810,Medium,17.1,43.8,70.0,20.0,32.4,Tier 3 - Future Opportunity,12680980.0,0.0
Yadgir,Karnataka,67.6,240.0,0.52,0.0,34.8,89.0,66.8,40.6,1.26,2019,2025,77.9,78.6,0.7,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1729,High,16.2,43.8,70.0,20.6,32.3,Tier 3 - Future Opportunity,11568613.0,0.0
Udupi,Karnataka,80.5,500.0,4.47,0.28,48.1,80.5,88.0,74.8,3.54,2021,2025,121.6,84.8,-36.9,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,716,Medium,22.1,43.8,70.0,11.8,32.1,Tier 3 - Future Opportunity,13776233.0,0.0
Kalaburagi,Karnataka,76.0,500.0,1.97,0.6,50.9,99.3,73.1,48.8,3.76,2018,2025,142.3,64.9,-77.4,Improving,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1823,High,21.1,43.8,70.0,11.9,31.8,Tier 3 - Future Opportunity,13006133.0,0.0
Mangalore,Karnataka,68.9,235.0,0.29,0.0,27.7,81.2,67.0,56.3,0.84,2021,2025,69.7,73.8,4.1,Stable,36658666.666666664,36.66,444335.0,12.12,6.65,15.97,2567.0,21.0,0.82,1357,High,14.8,43.8,70.0,20.4,31.7,Tier 3 - Future Opportunity,11791087.0,0.0
Baddi,Himachal Pradesh,160.1,438.0,22.73,4.76,71.7,212.8,156.6,115.0,49.7,2022,2025,158.2,159.1,0.9,Stable,828333.3333333334,0.83,37302.0,45.03,0.68,37.26,0.0,0.0,0.0,1135,High,44.8,18.4,0.0,44.9,31.5,Tier 3 - Future Opportunity,0.0,18407.0
